subject,activity,sensor,component,domain,var,aggregation_type,value
5,WALKING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.491500434303907
6,WALKING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.437837459287385
7,WALKING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.62853163071948
8,WALKING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.605587691511111
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.375199658110989
9,STANDING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.679065855003472
10,LAYING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.466687914596465
10,STANDING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.7410383354375
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.609444998247785
12,LAYING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.579168053712969
13,LAYING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.562129866937645
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.60215894382322
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.605854882622652
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.738434398105465
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.635163006465487
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.990414811034483
18,LAYING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.739197834642857
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.572596722878
20,LAYING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.525907610282373
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.674102360655147
22,SITTING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.0801154312545455
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Y,std,-0.612907133218033
23,SITTING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.636977610060753
24,LAYING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.688280461860892
25,SITTING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.721707668572127
26,SITTING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.6803580612
27,SITTING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.675744794384308
28,SITTING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.688305009647573
28,STANDING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.615705270717614
29,STANDING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.655526116655523
30,STANDING,Accelerometer,Body,Frequency,Jerk_Y,std,-0.672622022924282
1,WALKING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.737861932680115
2,STANDING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.767087015496689
3,WALKING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.81080601659824
4,STANDING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.860544668359621
5,WALKING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.798835563807947
6,WALKING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.755751144098462
7,WALKING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.684856438953896
8,WALKING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.850822301313131
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.604806207873626
9,STANDING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.739139922708333
10,LAYING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.72073657040404
10,STANDING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.899683347916667
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.858259630601266
12,LAYING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.80858300040625
13,LAYING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.744823539571865
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.694424996467802
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.845111060762195
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.782089515344262
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.808333054336283
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.991935782413793
18,LAYING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.860168954615385
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.728521901498861
20,LAYING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.760509114748588
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.794922813673627
22,SITTING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.500476129545455
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Jerk_Z,std,-0.800838269899666
23,SITTING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.627540367652688
24,LAYING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.751628687821522
25,SITTING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.870541516210269
26,SITTING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.78604912494898
27,SITTING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.797303408218085
28,SITTING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.842972637427184
28,STANDING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.796834974772727
29,STANDING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.818292780813954
30,STANDING,Accelerometer,Body,Frequency,Jerk_Z,std,-0.807184940939948
1,WALKING,Gyroscope,Body,Frequency,X,mean,-0.623219182311527
2,STANDING,Gyroscope,Body,Frequency,X,mean,-0.638717694593046
3,WALKING,Gyroscope,Body,Frequency,X,mean,-0.642097719778592
4,STANDING,Gyroscope,Body,Frequency,X,mean,-0.641881977553943
5,WALKING,Gyroscope,Body,Frequency,X,mean,-0.632239300829801
6,WALKING,Gyroscope,Body,Frequency,X,mean,-0.537201442069846
7,WALKING,Gyroscope,Body,Frequency,X,mean,-0.643767578493507
8,WALKING,Gyroscope,Body,Frequency,X,mean,-0.683114151139394
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.556923952791209
9,STANDING,Gyroscope,Body,Frequency,X,mean,-0.639863219559028
10,LAYING,Gyroscope,Body,Frequency,X,mean,-0.523601248676313
10,STANDING,Gyroscope,Body,Frequency,X,mean,-0.819983751770833
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.709949332117089
12,LAYING,Gyroscope,Body,Frequency,X,mean,-0.661246826087188
13,LAYING,Gyroscope,Body,Frequency,X,mean,-0.65864242140581
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.699166400749226
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.664354428856402
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.789780147036612
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.706700939954277
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.985993540344828
18,LAYING,Gyroscope,Body,Frequency,X,mean,-0.787757637521978
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.553089575942778
20,LAYING,Gyroscope,Body,Frequency,X,mean,-0.626445370827119
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.752040828651961
22,SITTING,Gyroscope,Body,Frequency,X,mean,-0.237124032272727
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,mean,-0.669187479525084
23,SITTING,Gyroscope,Body,Frequency,X,mean,-0.685136501518817
24,LAYING,Gyroscope,Body,Frequency,X,mean,-0.722607377748032
25,SITTING,Gyroscope,Body,Frequency,X,mean,-0.672197763601467
26,SITTING,Gyroscope,Body,Frequency,X,mean,-0.703109561068878
27,SITTING,Gyroscope,Body,Frequency,X,mean,-0.768505711292553
28,SITTING,Gyroscope,Body,Frequency,X,mean,-0.70487616923301
28,STANDING,Gyroscope,Body,Frequency,X,mean,-0.638634953056818
29,STANDING,Gyroscope,Body,Frequency,X,mean,-0.685747413486628
30,STANDING,Gyroscope,Body,Frequency,X,mean,-0.667418236692689
1,WALKING,Gyroscope,Body,Frequency,Y,mean,-0.505309434070029
2,STANDING,Gyroscope,Body,Frequency,Y,mean,-0.722068978635762
3,WALKING,Gyroscope,Body,Frequency,Y,mean,-0.775144985073314
4,STANDING,Gyroscope,Body,Frequency,Y,mean,-0.831527531009464
5,WALKING,Gyroscope,Body,Frequency,Y,mean,-0.71706218781457
6,WALKING,Gyroscope,Body,Frequency,Y,mean,-0.621188724858462
7,WALKING,Gyroscope,Body,Frequency,Y,mean,-0.630419275006169
8,WALKING,Gyroscope,Body,Frequency,Y,mean,-0.757568269575758
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.477139862384066
9,STANDING,Gyroscope,Body,Frequency,Y,mean,-0.683924287600694
10,LAYING,Gyroscope,Body,Frequency,Y,mean,-0.545223158712121
10,STANDING,Gyroscope,Body,Frequency,Y,mean,-0.861050933645833
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.776852868955696
12,LAYING,Gyroscope,Body,Frequency,Y,mean,-0.74479814778125
13,LAYING,Gyroscope,Body,Frequency,Y,mean,-0.647152817899388
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.50463317018839
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.760711411006098
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.815962130027322
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.75655421820059
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.987392253103448
18,LAYING,Gyroscope,Body,Frequency,Y,mean,-0.816385880247253
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.641337299817778
20,LAYING,Gyroscope,Body,Frequency,Y,mean,-0.591039733449633
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.759325714811275
22,SITTING,Gyroscope,Body,Frequency,Y,mean,-0.483080167727273
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,mean,-0.81408546735786
23,SITTING,Gyroscope,Body,Frequency,Y,mean,-0.497783811010484
24,LAYING,Gyroscope,Body,Frequency,Y,mean,-0.753710479580053
25,SITTING,Gyroscope,Body,Frequency,Y,mean,-0.81313379207824
26,SITTING,Gyroscope,Body,Frequency,Y,mean,-0.799353075357143
27,SITTING,Gyroscope,Body,Frequency,Y,mean,-0.795433953608777
28,SITTING,Gyroscope,Body,Frequency,Y,mean,-0.773967850635922
28,STANDING,Gyroscope,Body,Frequency,Y,mean,-0.715582747721591
29,STANDING,Gyroscope,Body,Frequency,Y,mean,-0.735972301656977
30,STANDING,Gyroscope,Body,Frequency,Y,mean,-0.629910665959817
1,WALKING,Gyroscope,Body,Frequency,Z,mean,-0.553529065425648
2,STANDING,Gyroscope,Body,Frequency,Z,mean,-0.601594889654305
3,WALKING,Gyroscope,Body,Frequency,Z,mean,-0.670734708996481
4,STANDING,Gyroscope,Body,Frequency,Z,mean,-0.689308946422713
5,WALKING,Gyroscope,Body,Frequency,Z,mean,-0.537329127293278
6,WALKING,Gyroscope,Body,Frequency,Z,mean,-0.507604207506462
7,WALKING,Gyroscope,Body,Frequency,Z,mean,-0.655083354905844
8,WALKING,Gyroscope,Body,Frequency,Z,mean,-0.758361298306364
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.398930833626374
9,STANDING,Gyroscope,Body,Frequency,Z,mean,-0.612680463163889
10,LAYING,Gyroscope,Body,Frequency,Z,mean,-0.458413809783333
10,STANDING,Gyroscope,Body,Frequency,Z,mean,-0.792357543844792
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.708842979272152
12,LAYING,Gyroscope,Body,Frequency,Z,mean,-0.657369914584375
13,LAYING,Gyroscope,Body,Frequency,Z,mean,-0.620471226529052
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.42391821438452
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.711194539920732
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.756286641721311
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.704461092123894
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.988668107931034
18,LAYING,Gyroscope,Body,Frequency,Z,mean,-0.755926770686813
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.602625307818389
20,LAYING,Gyroscope,Body,Frequency,Z,mean,-0.518444509491525
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.709471420465686
22,SITTING,Gyroscope,Body,Frequency,Z,mean,-0.158548504727273
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,mean,-0.679035334374582
23,SITTING,Gyroscope,Body,Frequency,Z,mean,-0.617685416736559
24,LAYING,Gyroscope,Body,Frequency,Z,mean,-0.70948857687664
25,SITTING,Gyroscope,Body,Frequency,Z,mean,-0.746832213594132
26,SITTING,Gyroscope,Body,Frequency,Z,mean,-0.689404846813776
27,SITTING,Gyroscope,Body,Frequency,Z,mean,-0.702788513114362
28,SITTING,Gyroscope,Body,Frequency,Z,mean,-0.709727226558252
28,STANDING,Gyroscope,Body,Frequency,Z,mean,-0.631127818871023
29,STANDING,Gyroscope,Body,Frequency,Z,mean,-0.689221357718023
30,STANDING,Gyroscope,Body,Frequency,Z,mean,-0.615699347830287
1,WALKING,Gyroscope,Body,Frequency,X,std,-0.708263420861671
2,STANDING,Gyroscope,Body,Frequency,X,std,-0.734588540182119
3,WALKING,Gyroscope,Body,Frequency,X,std,-0.719276622702346
4,STANDING,Gyroscope,Body,Frequency,X,std,-0.721749187328076
5,WALKING,Gyroscope,Body,Frequency,X,std,-0.73573857718543
6,WALKING,Gyroscope,Body,Frequency,X,std,-0.692862440004
7,WALKING,Gyroscope,Body,Frequency,X,std,-0.703883646896104
8,WALKING,Gyroscope,Body,Frequency,X,std,-0.736277288818182
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,std,-0.64209298143956
9,STANDING,Gyroscope,Body,Frequency,X,std,-0.690689895534722
10,LAYING,Gyroscope,Body,Frequency,X,std,-0.612021917085859
10,STANDING,Gyroscope,Body,Frequency,X,std,-0.858958473125
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,std,-0.751758277167721
12,LAYING,Gyroscope,Body,Frequency,X,std,-0.750393858303125
13,LAYING,Gyroscope,Body,Frequency,X,std,-0.734657989051988
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,std,-0.740052209854489
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,std,-0.709336168176829
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,std,-0.804991831502732
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,std,-0.751468354340413
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,X,std,-0.987354722068966
18,LAYING,Gyroscope,Body,Frequency,X,std,-0.812175241332418
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,std,-0.666071315599889
20,LAYING,Gyroscope,Body,Frequency,X,std,-0.704481841200565
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,std,-0.811026710110294
22,SITTING,Gyroscope,Body,Frequency,X,std,-0.423153909545455
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,X,std,-0.736449902993311
23,SITTING,Gyroscope,Body,Frequency,X,std,-0.779197054064516
24,LAYING,Gyroscope,Body,Frequency,X,std,-0.794063529133858
25,SITTING,Gyroscope,Body,Frequency,X,std,-0.690398481943765
26,SITTING,Gyroscope,Body,Frequency,X,std,-0.78740310059949
27,SITTING,Gyroscope,Body,Frequency,X,std,-0.806288410297872
28,SITTING,Gyroscope,Body,Frequency,X,std,-0.784465639902913
28,STANDING,Gyroscope,Body,Frequency,X,std,-0.735772226022727
29,STANDING,Gyroscope,Body,Frequency,X,std,-0.752567831707849
30,STANDING,Gyroscope,Body,Frequency,X,std,-0.676801995680601
1,WALKING,Gyroscope,Body,Frequency,Y,std,-0.429825832648703
2,STANDING,Gyroscope,Body,Frequency,Y,std,-0.72716774102649
3,WALKING,Gyroscope,Body,Frequency,Y,std,-0.758505287214076
4,STANDING,Gyroscope,Body,Frequency,Y,std,-0.782885735867508
5,WALKING,Gyroscope,Body,Frequency,Y,std,-0.702290390960265
6,WALKING,Gyroscope,Body,Frequency,Y,std,-0.633236229753846
7,WALKING,Gyroscope,Body,Frequency,Y,std,-0.671161922837662
8,WALKING,Gyroscope,Body,Frequency,Y,std,-0.728609463015152
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.488490067373626
9,STANDING,Gyroscope,Body,Frequency,Y,std,-0.667203220760417
10,LAYING,Gyroscope,Body,Frequency,Y,std,-0.429815824722222
10,STANDING,Gyroscope,Body,Frequency,Y,std,-0.846707374791667
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.670892713066772
12,LAYING,Gyroscope,Body,Frequency,Y,std,-0.7334567315
13,LAYING,Gyroscope,Body,Frequency,Y,std,-0.650623558847401
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.348864187370186
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.684504735744512
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.809421448142077
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.742303506283186
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.98380969137931
18,LAYING,Gyroscope,Body,Frequency,Y,std,-0.759665554340659
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.650105402347778
20,LAYING,Gyroscope,Body,Frequency,Y,std,-0.567588605842655
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.771388318823529
22,SITTING,Gyroscope,Body,Frequency,Y,std,-0.437456513181818
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Y,std,-0.807400495819398
23,SITTING,Gyroscope,Body,Frequency,Y,std,-0.50785054741371
24,LAYING,Gyroscope,Body,Frequency,Y,std,-0.771969808976378
25,SITTING,Gyroscope,Body,Frequency,Y,std,-0.723584437530562
26,SITTING,Gyroscope,Body,Frequency,Y,std,-0.803635337372449
27,SITTING,Gyroscope,Body,Frequency,Y,std,-0.808791849202128
28,SITTING,Gyroscope,Body,Frequency,Y,std,-0.762735614126214
28,STANDING,Gyroscope,Body,Frequency,Y,std,-0.715167583522727
29,STANDING,Gyroscope,Body,Frequency,Y,std,-0.588857987485174
30,STANDING,Gyroscope,Body,Frequency,Y,std,-0.496310421449608
1,WALKING,Gyroscope,Body,Frequency,Z,std,-0.650476162132565
2,STANDING,Gyroscope,Body,Frequency,Z,std,-0.683114494539735
3,WALKING,Gyroscope,Body,Frequency,Z,std,-0.751008875659824
4,STANDING,Gyroscope,Body,Frequency,Z,std,-0.7670895729653
5,WALKING,Gyroscope,Body,Frequency,Z,std,-0.669353687483444
6,WALKING,Gyroscope,Body,Frequency,Z,std,-0.67302031484
7,WALKING,Gyroscope,Body,Frequency,Z,std,-0.698949518905844
8,WALKING,Gyroscope,Body,Frequency,Z,std,-0.781839004848485
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.430017097315385
9,STANDING,Gyroscope,Body,Frequency,Z,std,-0.619468634127778
10,LAYING,Gyroscope,Body,Frequency,Z,std,-0.556786812576768
10,STANDING,Gyroscope,Body,Frequency,Z,std,-0.829842093020833
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.75596062835443
12,LAYING,Gyroscope,Body,Frequency,Z,std,-0.70823315425
13,LAYING,Gyroscope,Body,Frequency,Z,std,-0.685774481529052
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.407672097170898
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.751696527195122
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.756993640724044
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.724259849884956
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.988732922758621
18,LAYING,Gyroscope,Body,Frequency,Z,std,-0.766381665384615
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.694729075491667
20,LAYING,Gyroscope,Body,Frequency,Z,std,-0.575002191142655
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.728319304730637
22,SITTING,Gyroscope,Body,Frequency,Z,std,-0.205526546681818
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Z,std,-0.726376317959866
23,SITTING,Gyroscope,Body,Frequency,Z,std,-0.644131036807258
24,LAYING,Gyroscope,Body,Frequency,Z,std,-0.735749934304462
25,SITTING,Gyroscope,Body,Frequency,Z,std,-0.771208929095355
26,SITTING,Gyroscope,Body,Frequency,Z,std,-0.735942384438775
27,SITTING,Gyroscope,Body,Frequency,Z,std,-0.697147299066489
28,SITTING,Gyroscope,Body,Frequency,Z,std,-0.738649933252427
28,STANDING,Gyroscope,Body,Frequency,Z,std,-0.655394226196591
29,STANDING,Gyroscope,Body,Frequency,Z,std,-0.749163172296512
30,STANDING,Gyroscope,Body,Frequency,Z,std,-0.620253390415144
1,WALKING,Accelerometer,Body,Frequency,Mag,mean,-0.478448523354179
2,STANDING,Accelerometer,Body,Frequency,Mag,mean,-0.514569861316887
3,WALKING,Accelerometer,Body,Frequency,Mag,mean,-0.579076453758064
4,STANDING,Accelerometer,Body,Frequency,Mag,mean,-0.602098037677603
5,WALKING,Accelerometer,Body,Frequency,Mag,mean,-0.528503022745033
6,WALKING,Accelerometer,Body,Frequency,Mag,mean,-0.473974924380431
7,WALKING,Accelerometer,Body,Frequency,Mag,mean,-0.518323878824675
8,WALKING,Accelerometer,Body,Frequency,Mag,mean,-0.693568388292929
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.413399661273626
9,STANDING,Accelerometer,Body,Frequency,Mag,mean,-0.553186448295139
10,LAYING,Accelerometer,Body,Frequency,Mag,mean,-0.388684286908081
10,STANDING,Accelerometer,Body,Frequency,Mag,mean,-0.786961677072917
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.611528074359177
12,LAYING,Accelerometer,Body,Frequency,Mag,mean,-0.55928367746625
13,LAYING,Accelerometer,Body,Frequency,Mag,mean,-0.589928108599083
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.490874179820433
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.562948391223628
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.666962508246721
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.616776986006785
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.990007266206896
18,LAYING,Accelerometer,Body,Frequency,Mag,mean,-0.697732862178571
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.556404444967972
20,LAYING,Accelerometer,Body,Frequency,Mag,mean,-0.560278889421186
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.658664719514706
22,SITTING,Accelerometer,Body,Frequency,Mag,mean,-0.0295832732681818
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,mean,-0.61441509667592
23,SITTING,Accelerometer,Body,Frequency,Mag,mean,-0.529029284118011
24,LAYING,Accelerometer,Body,Frequency,Mag,mean,-0.650121872273806
25,SITTING,Accelerometer,Body,Frequency,Mag,mean,-0.69501971
26,SITTING,Accelerometer,Body,Frequency,Mag,mean,-0.6317569828625
27,SITTING,Accelerometer,Body,Frequency,Mag,mean,-0.667185803946808
28,SITTING,Accelerometer,Body,Frequency,Mag,mean,-0.656100294024272
28,STANDING,Accelerometer,Body,Frequency,Mag,mean,-0.596766476930682
29,STANDING,Accelerometer,Body,Frequency,Mag,mean,-0.589294014734302
30,STANDING,Accelerometer,Body,Frequency,Mag,mean,-0.600372067046214
1,WALKING,Accelerometer,Body,Frequency,Mag,std,-0.589710231217867
2,STANDING,Accelerometer,Body,Frequency,Mag,std,-0.646662308457285
3,WALKING,Accelerometer,Body,Frequency,Mag,std,-0.663079838985044
4,STANDING,Accelerometer,Body,Frequency,Mag,std,-0.672948341687697
5,WALKING,Accelerometer,Body,Frequency,Mag,std,-0.594259529756954
6,WALKING,Accelerometer,Body,Frequency,Mag,std,-0.570910289993846
7,WALKING,Accelerometer,Body,Frequency,Mag,std,-0.583819796092208
8,WALKING,Accelerometer,Body,Frequency,Mag,std,-0.770877890434343
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.5867768587
9,STANDING,Accelerometer,Body,Frequency,Mag,std,-0.624456827182986
10,LAYING,Accelerometer,Body,Frequency,Mag,std,-0.535760386288384
10,STANDING,Accelerometer,Body,Frequency,Mag,std,-0.834157293125
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.674470159009494
12,LAYING,Accelerometer,Body,Frequency,Mag,std,-0.65053328158
13,LAYING,Accelerometer,Body,Frequency,Mag,std,-0.665344858593272
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.548269930770588
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.623655618198171
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.712680990765301
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.661980075745723
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.98628791137931
18,LAYING,Accelerometer,Body,Frequency,Mag,std,-0.733904051236264
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.689860920113889
20,LAYING,Accelerometer,Body,Frequency,Mag,std,-0.648306198707062
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.714345739215931
22,SITTING,Accelerometer,Body,Frequency,Mag,std,-0.323464307272727
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,Mag,std,-0.699680500173244
23,SITTING,Accelerometer,Body,Frequency,Mag,std,-0.657048917971505
24,LAYING,Accelerometer,Body,Frequency,Mag,std,-0.705928425819685
25,SITTING,Accelerometer,Body,Frequency,Mag,std,-0.695367928718826
26,SITTING,Accelerometer,Body,Frequency,Mag,std,-0.673917799546684
27,SITTING,Accelerometer,Body,Frequency,Mag,std,-0.734883056953989
28,SITTING,Accelerometer,Body,Frequency,Mag,std,-0.715164661849515
28,STANDING,Accelerometer,Body,Frequency,Mag,std,-0.675726065523296
29,STANDING,Accelerometer,Body,Frequency,Mag,std,-0.639314176054942
30,STANDING,Accelerometer,Body,Frequency,Mag,std,-0.646522810920757
1,WALKING,Accelerometer,Body,Frequency,JerkMag,mean,-0.499075765624092
